pclass,survived,sex,age,sibsp,parch,fare,cabin,embarked
3,1,female,17.0,4,2,7.925,N,S
3,0,female,38.0,4,2,7.775,N,S
3,0,female,9.0,4,2,31.275,N,S
3,0,female,11.0,4,2,31.275,N,S
3,0,male,39.0,1,5,31.275,N,S
3,1,male,27.0,0,0,7.7958,N,S
3,0,male,26.0,0,0,7.775,N,S
3,0,female,39.0,1,5,31.275,N,S
3,0,male,20.0,0,0,7.8542,N,S
3,0,male,26.0,0,0,7.8958,N,S
3,0,male,25.0,1,0,17.8,N,S
3,0,female,18.0,1,0,17.8,N,S
3,0,male,24.0,0,0,7.775,N,S
3,0,male,35.0,0,0,7.05,N,S
3,0,male,5.0,4,2,31.3875,N,S
3,0,male,9.0,4,2,31.3875,N,S
3,1,male,3.0,4,2,31.3875,N,S
3,0,male,13.0,4,2,31.3875,N,S
3,1,female,5.0,4,2,31.3875,N,S
3,0,male,40.0,1,5,31.3875,N,S
3,1,male,23.0,0,0,7.7958,N,S
3,1,female,38.0,1,5,31.3875,N,S
3,1,female,45.0,0,0,7.225,N,C
3,0,male,21.0,0,0,7.225,N,C
3,0,male,23.0,0,0,7.05,N,S
3,0,female,17.0,0,0,14.4583,N,C
3,0,male,30.0,0,0,7.225,N,C
3,0,male,23.0,0,0,7.8542,N,S
3,1,female,13.0,0,0,7.2292,N,C
3,0,male,20.0,0,0,7.225,N,C
3,0,male,32.0,1,0,15.85,N,S
3,1,female,33.0,3,0,15.85,N,S
3,1,female,0.75,2,1,19.2583,N,C
3,1,female,0.75,2,1,19.2583,N,C
3,1,female,5.0,2,1,19.2583,N,C
3,1,female,24.0,0,3,19.2583,N,C
3,1,female,18.0,0,0,8.05,N,S
3,0,male,40.0,0,0,7.225,N,C
3,0,male,26.0,0,0,7.8958,N,S
3,1,male,20.0,0,0,7.2292,N,C
3,0,female,18.0,0,1,14.4542,N,C
3,0,female,45.0,0,1,14.4542,N,C
3,0,female,27.0,0,0,7.8792,N,Q
3,0,male,22.0,0,0,8.05,N,S
3,0,male,19.0,0,0,8.05,N,S
3,0,male,26.0,0,0,7.775,N,S
3,0,male,22.0,0,0,9.35,N,S
3,0,male,29.813199137104508,0,0,7.2292,N,C
3,0,male,20.0,0,0,4.0125,N,C
3,1,male,32.0,0,0,56.4958,N,S
3,0,male,21.0,0,0,7.775,N,S
3,0,male,18.0,0,0,7.75,N,S
3,0,male,26.0,0,0,7.8958,N,S
3,0,male,6.0,1,1,15.2458,N,C
3,0,female,9.0,1,1,15.2458,N,C
3,0,male,29.813199137104508,0,0,7.225,N,C
3,0,female,29.813199137104508,0,2,15.2458,N,C
3,0,female,29.813199137104508,0,2,7.75,N,Q
3,0,male,40.0,1,1,15.5,N,Q
3,0,female,32.0,1,1,15.5,N,Q
3,0,male,21.0,0,0,16.1,N,S
3,1,female,22.0,0,0,7.725,N,Q
3,0,female,20.0,0,0,7.8542,N,S
3,0,male,29.0,1,0,7.0458,N,S
3,0,male,22.0,1,0,7.25,N,S
3,0,male,22.0,0,0,7.7958,N,S
3,0,male,35.0,0,0,8.05,N,S
3,0,female,18.5,0,0,7.2833,N,Q
3,1,male,21.0,0,0,7.8208,N,Q
3,0,male,19.0,0,0,6.75,N,Q
3,0,female,18.0,0,0,7.8792,N,Q
3,0,female,21.0,0,0,8.6625,N,S
3,0,female,30.0,0,0,8.6625,N,S
3,0,male,18.0,0,0,8.6625,N,S
3,0,male,38.0,0,0,8.6625,N,S
3,0,male,17.0,0,0,8.6625,N,S
3,0,male,17.0,0,0,8.6625,N,S
3,0,female,21.0,0,0,7.75,N,Q
3,0,male,21.0,0,0,7.75,N,Q
3,0,male,21.0,0,0,8.05,N,S
3,0,male,29.813199137104508,1,0,14.4583,N,C
3,0,female,29.813199137104508,1,0,14.4583,N,C
3,0,male,28.0,0,0,7.7958,N,S
3,0,male,24.0,0,0,7.8542,N,S
3,1,female,16.0,0,0,7.75,N,Q
3,0,female,37.0,0,0,7.75,N,Q
3,0,male,28.0,0,0,7.25,N,S
3,0,male,24.0,0,0,8.05,N,S
3,0,male,21.0,0,0,7.7333,N,Q
3,1,male,32.0,0,0,56.4958,N,S
3,0,male,29.0,0,0,8.05,N,S
3,0,male,26.0,1,0,14.4542,N,C
3,0,male,18.0,1,0,14.4542,N,C
3,0,male,20.0,0,0,7.05,N,S
3,1,male,18.0,0,0,8.05,N,S
3,0,male,24.0,0,0,7.25,N,Q
3,0,male,36.0,0,0,7.4958,N,S
3,0,male,24.0,0,0,7.4958,N,S
3,0,male,31.0,0,0,7.7333,N,Q
3,0,male,31.0,0,0,7.75,N,Q
3,1,female,22.0,0,0,7.75,N,Q
3,0,female,30.0,0,0,7.6292,N,Q
3,0,male,70.5,0,0,7.75,N,Q
3,0,male,43.0,0,0,8.05,N,S
3,0,male,35.0,0,0,7.8958,N,S
3,0,male,27.0,0,0,7.8958,N,S
3,0,male,19.0,0,0,7.8958,N,S
3,0,male,30.0,0,0,8.05,N,S
3,1,male,9.0,1,1,15.9,N,S
3,1,male,3.0,1,1,15.9,N,S
3,1,female,36.0,0,2,15.9,N,S
3,0,male,59.0,0,0,7.25,N,S
3,0,male,19.0,0,0,8.1583,N,S
3,1,female,17.0,0,1,16.1,N,S
3,0,male,44.0,0,1,16.1,N,S
3,0,male,17.0,0,0,8.6625,N,S
3,0,male,22.5,0,0,7.225,N,C
3,1,male,45.0,0,0,8.05,N,S
3,0,female,22.0,0,0,10.5167,N,S
3,0,male,19.0,0,0,10.1708,N,S
3,1,female,30.0,0,0,6.95,N,Q
3,1,male,29.0,0,0,7.75,N,Q
3,0,male,0.3333,0,2,14.4,N,S
3,0,male,34.0,1,1,14.4,N,S
3,0,female,28.0,1,1,14.4,N,S
3,0,male,27.0,0,0,7.8958,N,S
3,0,male,25.0,0,0,7.8958,N,S
3,0,male,24.0,2,0,24.15,N,S
3,0,male,22.0,0,0,8.05,N,S
3,0,male,21.0,2,0,24.15,N,S
3,0,male,17.0,2,0,8.05,N,S
3,0,male,29.813199137104508,1,0,16.1,N,S
3,1,female,29.813199137104508,1,0,16.1,N,S
3,1,male,36.5,1,0,17.4,N,S
3,1,female,36.0,1,0,17.4,N,S
3,1,male,30.0,0,0,9.5,N,S
3,0,male,16.0,0,0,9.5,N,S
3,1,male,1.0,1,2,20.575,N,S
3,1,female,0.1667,1,2,20.575,N,S
3,0,male,26.0,1,2,20.575,N,S
3,1,female,33.0,1,2,20.575,N,S
3,0,male,25.0,0,0,7.8958,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,male,22.0,0,0,7.25,N,S
3,0,male,36.0,0,0,7.25,N,S
3,1,female,19.0,0,0,7.8792,N,Q
3,0,male,17.0,0,0,7.8958,N,S
3,0,male,42.0,0,0,8.6625,N,S
3,0,male,43.0,0,0,7.8958,N,S
3,0,male,29.813199137104508,0,0,7.2292,N,C
3,0,male,32.0,0,0,7.75,N,Q
3,1,male,19.0,0,0,8.05,N,S
3,1,female,30.0,0,0,12.475,N,S
3,0,female,24.0,0,0,7.75,N,Q
3,1,female,23.0,0,0,8.05,N,S
3,0,male,33.0,0,0,7.8958,N,C
3,0,male,65.0,0,0,7.75,N,Q
3,1,male,24.0,0,0,7.55,N,S
3,0,male,23.0,1,0,13.9,N,S
3,1,female,22.0,1,0,13.9,N,S
3,0,male,18.0,0,0,7.775,N,S
3,0,male,16.0,0,0,7.775,N,S
3,0,male,45.0,0,0,6.975,N,S
3,0,male,29.813199137104508,0,0,7.225,N,C
3,0,male,39.0,0,2,7.2292,N,C
3,0,male,17.0,1,1,7.2292,N,C
3,0,male,15.0,1,1,7.2292,N,C
3,0,male,47.0,0,0,7.25,N,S
3,1,female,5.0,0,0,12.475,N,S
3,0,male,29.813199137104508,0,0,7.225,N,C
3,0,male,40.5,0,0,15.1,N,S
3,0,male,40.5,0,0,7.75,N,Q
3,1,male,29.813199137104508,0,0,7.05,N,S
3,0,male,18.0,0,0,7.7958,N,S
3,0,female,29.813199137104508,0,0,7.75,N,Q
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,0,male,29.813199137104508,0,0,6.95,N,Q
3,0,male,26.0,0,0,7.8792,N,Q
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,1,male,29.813199137104508,0,0,56.4958,N,S
3,0,female,21.0,2,2,34.375,N,S
3,0,female,9.0,2,2,34.375,N,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,18.0,2,2,34.375,N,S
3,0,male,16.0,1,3,34.375,N,S
3,0,female,48.0,1,3,34.375,N,S
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,0,male,29.813199137104508,0,0,7.25,N,S
3,0,male,25.0,0,0,7.7417,N,Q
3,0,male,29.813199137104508,0,0,14.5,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,C
3,0,male,22.0,0,0,8.05,N,S
3,1,female,16.0,0,0,7.7333,N,Q
3,1,female,29.813199137104508,0,0,7.75,N,Q
3,1,male,9.0,0,2,20.525,N,S
3,0,male,33.0,1,1,20.525,N,S
3,0,male,41.0,0,0,7.85,N,S
3,1,female,31.0,1,1,20.525,N,S
3,0,male,38.0,0,0,7.05,N,S
3,0,male,9.0,5,2,46.9,N,S
3,0,male,1.0,5,2,46.9,N,S
3,0,male,11.0,5,2,46.9,N,S
3,0,female,10.0,5,2,46.9,N,S
3,0,female,16.0,5,2,46.9,N,S
3,0,male,14.0,5,2,46.9,N,S
3,0,male,40.0,1,6,46.9,N,S
3,0,female,43.0,1,6,46.9,N,S
3,0,male,51.0,0,0,8.05,N,S
3,0,male,32.0,0,0,8.3625,N,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,20.0,0,0,9.8458,N,S
3,0,male,37.0,2,0,7.925,N,S
3,0,male,28.0,2,0,7.925,N,S
3,0,male,19.0,0,0,7.775,N,S
3,0,female,24.0,0,0,8.85,N,S
3,0,female,17.0,0,0,7.7333,N,Q
3,0,male,29.813199137104508,1,0,19.9667,N,S
3,0,male,29.813199137104508,1,0,19.9667,N,S
3,0,male,28.0,1,0,15.85,N,S
3,1,female,24.0,1,0,15.85,N,S
3,0,male,20.0,0,0,9.5,N,S
3,0,male,23.5,0,0,7.2292,N,C
3,0,male,41.0,2,0,14.1083,N,S
3,0,male,26.0,1,0,7.8542,N,S
3,0,male,21.0,0,0,7.8542,N,S
3,1,female,45.0,1,0,14.1083,N,S
3,0,female,29.813199137104508,0,0,7.55,N,S
3,0,male,25.0,0,0,7.25,N,S
3,0,male,29.813199137104508,0,0,6.8583,N,Q
3,0,male,11.0,0,0,18.7875,N,C
3,1,female,29.813199137104508,0,0,7.75,N,Q
3,1,male,27.0,0,0,6.975,N,S
3,1,male,29.813199137104508,0,0,56.4958,N,S
3,0,female,18.0,0,0,6.75,N,Q
3,1,female,26.0,0,0,7.925,N,S
3,0,female,23.0,0,0,7.925,N,S
3,1,female,22.0,0,0,8.9625,N,S
3,0,male,28.0,0,0,7.8958,N,S
3,0,female,28.0,0,0,7.775,N,S
3,0,female,29.813199137104508,0,0,7.75,N,Q
3,1,female,2.0,0,1,12.2875,N,S
3,1,female,22.0,1,1,12.2875,N,S
3,0,male,43.0,0,0,6.45,N,S
3,0,male,28.0,0,0,22.525,N,S
3,1,female,27.0,0,0,7.925,N,S
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,1,female,29.813199137104508,0,0,8.05,N,S
3,0,male,42.0,0,0,7.65,F,S
3,1,male,29.813199137104508,0,0,7.8875,N,S
3,0,male,30.0,0,0,7.2292,N,C
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,female,27.0,1,0,7.925,N,S
3,0,female,25.0,1,0,7.925,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,1,male,29.0,0,0,7.8958,N,C
3,1,male,21.0,0,0,7.7958,N,S
3,0,male,29.813199137104508,0,0,7.05,N,S
3,0,male,20.0,0,0,7.8542,N,S
3,0,male,48.0,0,0,7.8542,N,S
3,0,male,17.0,1,0,7.0542,N,S
3,1,female,29.813199137104508,0,0,7.75,N,Q
3,1,male,29.813199137104508,0,0,8.1125,N,S
3,0,male,34.0,0,0,6.4958,N,S
3,1,male,26.0,0,0,7.775,N,S
3,0,male,22.0,0,0,7.7958,N,S
3,0,male,33.0,0,0,8.6542,N,S
3,0,male,31.0,0,0,7.775,N,S
3,0,male,29.0,0,0,7.8542,N,S
3,1,male,4.0,1,1,11.1333,N,S
3,1,female,1.0,1,1,11.1333,N,S
3,0,male,49.0,0,0,0,N,S
3,0,male,33.0,0,0,7.775,N,S
3,0,male,19.0,0,0,0,N,S
3,1,female,27.0,0,2,11.1333,N,S
3,0,male,29.813199137104508,1,2,23.45,N,S
3,0,female,29.813199137104508,1,2,23.45,N,S
3,0,male,29.813199137104508,1,2,23.45,N,S
3,0,female,29.813199137104508,1,2,23.45,N,S
3,0,male,23.0,0,0,7.8958,N,S
3,1,male,32.0,0,0,7.8542,N,S
3,0,male,27.0,0,0,7.8542,N,S
3,0,female,20.0,1,0,9.825,N,S
3,0,female,21.0,1,0,9.825,N,S
3,1,male,32.0,0,0,7.925,N,S
3,0,male,17.0,0,0,7.125,N,S
3,0,male,21.0,0,0,8.4333,N,S
3,0,male,30.0,0,0,7.8958,N,S
3,1,male,21.0,0,0,7.7958,N,S
3,0,male,33.0,0,0,7.8542,N,S
3,0,male,22.0,0,0,7.5208,N,S
3,1,female,4.0,0,1,13.4167,N,C
3,1,male,39.0,0,1,13.4167,N,C
3,0,male,29.813199137104508,0,0,7.2292,N,C
3,0,male,18.5,0,0,7.2292,N,C
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,0,male,29.813199137104508,0,0,7.25,N,S
3,1,female,29.813199137104508,0,0,7.75,N,Q
3,1,female,29.813199137104508,0,0,7.75,N,Q
3,0,male,34.5,0,0,7.8292,N,Q
3,0,male,44.0,0,0,8.05,N,S
3,1,male,29.813199137104508,0,0,7.75,N,Q
3,0,male,29.813199137104508,1,0,14.4542,N,C
3,0,female,29.813199137104508,1,0,14.4542,N,C
3,0,male,29.813199137104508,1,0,7.75,N,Q
3,0,male,29.813199137104508,1,0,7.75,N,Q
3,0,male,29.813199137104508,0,0,7.7375,N,Q
3,0,female,22.0,2,0,8.6625,N,S
3,0,male,26.0,2,0,8.6625,N,S
3,1,female,4.0,0,2,22.025,N,S
3,1,male,29.0,3,1,22.025,N,S
3,1,female,26.0,1,1,22.025,N,S
3,0,female,1.0,1,1,12.1833,N,S
3,0,male,18.0,1,1,7.8542,N,S
3,0,female,36.0,0,2,12.1833,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,C
3,1,male,25.0,0,0,7.2292,F,C
3,0,male,29.813199137104508,0,0,7.225,N,C
3,0,female,37.0,0,0,9.5875,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,1,male,29.813199137104508,0,0,56.4958,N,S
3,0,male,29.813199137104508,0,0,56.4958,N,S
3,1,female,22.0,0,0,7.25,N,S
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,1,male,26.0,0,0,56.4958,N,S
3,0,male,29.0,0,0,9.4833,N,S
3,0,male,29.0,0,0,7.775,N,S
3,0,male,22.0,0,0,7.775,N,S
3,1,male,22.0,0,0,7.225,N,C
3,0,male,29.813199137104508,3,1,25.4667,N,S
3,0,female,29.813199137104508,3,1,25.4667,N,S
3,0,female,29.813199137104508,3,1,25.4667,N,S
3,0,female,29.813199137104508,3,1,25.4667,N,S
3,0,female,29.813199137104508,0,4,25.4667,N,S
3,0,male,32.0,0,0,7.925,N,S
3,0,male,34.5,0,0,6.4375,N,C
3,0,female,29.813199137104508,1,0,15.5,N,Q
3,0,male,29.813199137104508,1,0,15.5,N,Q
3,0,male,36.0,0,0,0,N,S
3,0,male,39.0,0,0,24.15,N,S
3,0,male,24.0,0,0,9.5,N,S
3,0,female,25.0,0,0,7.775,N,S
3,0,female,45.0,0,0,7.75,N,S
3,0,male,36.0,1,0,15.55,N,S
3,0,female,30.0,1,0,15.55,N,S
3,1,male,20.0,1,0,7.925,N,S
3,0,male,29.813199137104508,0,0,7.8792,N,Q
3,0,male,28.0,0,0,56.4958,N,S
3,0,male,29.813199137104508,0,0,7.55,N,S
3,0,male,30.0,1,0,16.1,N,S
3,0,female,26.0,1,0,16.1,N,S
3,0,male,29.813199137104508,0,0,7.8792,N,S
3,0,male,20.5,0,0,7.25,N,S
3,1,male,27.0,0,0,8.6625,N,S
3,0,male,51.0,0,0,7.0542,N,S
3,1,female,23.0,0,0,7.8542,N,S
3,1,male,32.0,0,0,7.5792,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,male,29.813199137104508,0,0,7.55,N,S
3,1,female,29.813199137104508,0,0,7.75,N,Q
3,1,male,24.0,0,0,7.1417,N,S
3,0,male,22.0,0,0,7.125,N,S
3,0,female,29.813199137104508,0,0,7.8792,N,Q
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,29.0,0,0,7.925,N,S
3,1,male,29.813199137104508,0,0,7.2292,N,C
3,0,female,30.5,0,0,7.75,N,Q
3,1,female,29.813199137104508,0,0,7.7375,N,Q
3,0,male,29.813199137104508,0,0,7.2292,F,C
3,0,male,35.0,0,0,7.8958,N,C
3,0,male,33.0,0,0,7.8958,N,S
3,1,female,29.813199137104508,0,0,7.225,N,C
3,0,male,29.813199137104508,0,0,7.8958,N,C
3,1,female,29.813199137104508,0,0,7.75,N,Q
3,1,male,29.813199137104508,0,0,7.75,N,Q
3,1,female,29.813199137104508,2,0,23.25,N,Q
3,1,female,29.813199137104508,2,0,23.25,N,Q
3,1,male,29.813199137104508,2,0,23.25,N,Q
3,1,female,29.813199137104508,0,0,7.7875,N,Q
3,0,male,29.813199137104508,0,0,15.5,N,Q
3,1,female,29.813199137104508,0,0,7.8792,N,Q
3,1,female,15.0,0,0,8.0292,N,Q
3,0,female,35.0,0,0,7.75,N,Q
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,0,male,24.0,1,0,16.1,N,S
3,0,female,19.0,1,0,16.1,N,S
3,0,female,29.813199137104508,0,0,7.75,N,Q
3,0,female,29.813199137104508,0,0,8.05,N,S
3,0,female,29.813199137104508,0,0,8.05,N,S
3,0,male,55.5,0,0,8.05,N,S
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,1,male,21.0,0,0,7.775,N,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,24.0,0,0,7.8958,N,S
3,0,male,21.0,0,0,7.8958,N,S
3,0,male,28.0,0,0,7.8958,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,1,female,29.813199137104508,0,0,7.8792,N,Q
3,0,male,25.0,0,0,7.65,F,S
3,1,male,6.0,0,1,12.475,E121,S
3,1,female,27.0,0,1,12.475,E121,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,1,female,29.813199137104508,1,0,24.15,N,Q
3,0,male,29.813199137104508,1,0,24.15,N,Q
3,0,male,29.813199137104508,0,0,8.4583,N,Q
3,0,male,34.0,0,0,8.05,N,S
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,1,male,29.813199137104508,0,0,7.775,N,S
3,1,male,29.813199137104508,1,1,15.2458,N,C
3,1,male,29.813199137104508,1,1,15.2458,N,C
3,1,female,29.813199137104508,0,2,15.2458,N,C
3,1,female,29.813199137104508,0,0,7.2292,N,C
3,0,male,29.813199137104508,0,0,8.05,N,S
3,1,female,29.813199137104508,0,0,7.7333,N,Q
3,1,female,24.0,0,0,7.75,N,Q
3,0,male,29.813199137104508,0,0,8.05,N,S
3,1,female,29.813199137104508,1,0,15.5,N,Q
3,1,female,29.813199137104508,1,0,15.5,N,Q
3,1,female,29.813199137104508,0,0,15.5,N,Q
3,0,male,18.0,0,0,7.75,N,S
3,0,male,22.0,0,0,7.8958,N,S
3,1,female,15.0,0,0,7.225,N,C
3,1,female,1.0,0,2,15.7417,N,C
3,1,male,20.0,1,1,15.7417,N,C
3,1,female,19.0,1,1,15.7417,N,C
3,0,male,33.0,0,0,8.05,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,male,29.813199137104508,0,0,7.2292,N,C
3,0,female,29.813199137104508,0,0,7.75,N,Q
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,1,male,12.0,1,0,11.2417,N,C
3,1,female,14.0,1,0,11.2417,N,C
3,0,female,29.0,0,0,7.925,N,S
3,0,male,28.0,0,0,8.05,N,S
3,1,female,18.0,0,0,7.775,N,S
3,1,female,26.0,0,0,7.8542,N,S
3,0,male,21.0,0,0,7.8542,N,S
3,0,male,41.0,0,0,7.125,N,S
3,1,male,39.0,0,0,7.925,N,S
3,0,male,21.0,0,0,7.8,N,S
3,0,male,28.5,0,0,7.2292,N,C
3,1,female,22.0,0,0,7.75,N,S
3,0,male,61.0,0,0,6.2375,N,S
3,0,male,29.813199137104508,1,0,15.5,N,Q
3,0,male,29.813199137104508,0,0,7.8292,N,Q
3,1,female,29.813199137104508,1,0,15.5,N,Q
3,0,male,29.813199137104508,0,0,7.7333,N,Q
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,0,male,23.0,0,0,9.225,N,S
3,0,female,29.813199137104508,0,0,7.75,N,Q
3,1,female,29.813199137104508,0,0,7.75,N,Q
3,1,female,29.813199137104508,0,0,7.8792,N,Q
3,1,female,22.0,0,0,7.775,N,S
3,1,male,29.813199137104508,0,0,7.75,N,Q
3,1,female,29.813199137104508,0,0,7.8292,N,Q
3,1,male,9.0,0,1,3.1708,N,S
3,0,male,28.0,0,0,22.525,N,S
3,0,male,42.0,0,1,8.4042,N,S
3,0,male,29.813199137104508,0,0,7.3125,N,S
3,0,female,31.0,0,0,7.8542,N,S
3,0,male,28.0,0,0,7.8542,N,S
3,1,male,32.0,0,0,7.775,N,S
3,0,male,20.0,0,0,9.225,N,S
3,0,female,23.0,0,0,8.6625,N,S
3,0,female,20.0,0,0,8.6625,N,S
3,0,male,20.0,0,0,8.6625,N,S
3,0,male,16.0,0,0,9.2167,N,S
3,1,female,31.0,0,0,8.6833,N,S
3,0,female,29.813199137104508,0,0,7.6292,N,Q
3,0,male,2.0,3,1,21.075,N,S
3,0,male,6.0,3,1,21.075,N,S
3,0,female,3.0,3,1,21.075,N,S
3,0,female,8.0,3,1,21.075,N,S
3,0,female,29.0,0,4,21.075,N,S
3,0,male,1.0,4,1,39.6875,N,S
3,0,male,7.0,4,1,39.6875,N,S
3,0,male,2.0,4,1,39.6875,N,S
3,0,male,16.0,4,1,39.6875,N,S
3,0,male,14.0,4,1,39.6875,N,S
3,0,female,41.0,0,5,39.6875,N,S
3,0,male,21.0,0,0,8.6625,N,S
3,0,male,19.0,0,0,14.5,N,S
3,0,male,29.813199137104508,0,0,8.7125,N,C
3,0,male,32.0,0,0,7.8958,N,S
3,0,male,0.75,1,1,13.775,N,S
3,0,female,3.0,1,1,13.775,N,S
3,0,female,26.0,0,2,13.775,N,S
3,0,male,29.813199137104508,0,0,7,N,S
3,0,male,29.813199137104508,0,0,7.775,N,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,21.0,0,0,7.925,N,S
3,0,male,25.0,0,0,7.925,N,S
3,0,male,22.0,0,0,7.25,N,S
3,1,male,25.0,1,0,7.775,N,S
3,1,male,29.813199137104508,1,1,22.3583,N,C
3,1,female,29.813199137104508,1,1,22.3583,F,C
3,1,female,29.813199137104508,0,2,22.3583,N,C
3,0,female,29.813199137104508,0,0,8.1375,N,Q
3,0,male,24.0,0,0,8.05,N,S
3,0,female,28.0,0,0,7.8958,N,S
3,0,male,19.0,0,0,7.8958,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,male,25.0,1,0,7.775,N,S
3,0,female,18.0,0,0,7.775,N,S
3,1,male,32.0,0,0,8.05,E10,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,male,17.0,0,0,8.6625,N,S
3,0,male,24.0,0,0,8.6625,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,female,29.813199137104508,0,0,8.1125,N,S
3,0,male,29.813199137104508,0,0,7.2292,N,C
3,0,male,29.813199137104508,0,0,7.25,N,S
3,0,male,38.0,0,0,7.8958,N,S
3,0,male,21.0,0,0,8.05,N,S
3,0,male,10.0,4,1,29.125,N,Q
3,0,male,4.0,4,1,29.125,N,Q
3,0,male,7.0,4,1,29.125,N,Q
3,0,male,2.0,4,1,29.125,N,Q
3,0,male,8.0,4,1,29.125,N,Q
3,0,female,39.0,0,5,29.125,N,Q
3,0,female,22.0,0,0,39.6875,N,S
3,0,male,35.0,0,0,7.125,N,S
3,1,female,29.813199137104508,0,0,7.7208,N,Q
3,0,male,29.813199137104508,0,0,14.5,N,S
3,0,female,29.813199137104508,0,0,14.5,N,S
3,0,male,50.0,1,0,14.5,N,S
3,0,female,47.0,1,0,14.5,N,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,29.813199137104508,0,0,7.775,N,S
3,0,female,2.0,1,1,20.2125,N,S
3,0,male,18.0,1,1,20.2125,N,S
3,0,female,41.0,0,2,20.2125,N,S
3,1,female,29.813199137104508,0,0,8.05,N,S
3,0,male,50.0,0,0,8.05,N,S
3,0,male,16.0,0,0,8.05,N,S
3,1,male,29.813199137104508,0,0,7.75,N,Q
3,0,male,29.813199137104508,0,0,24.15,N,Q
3,0,male,29.813199137104508,0,0,7.2292,N,C
3,0,male,25.0,0,0,7.225,N,C
3,0,male,29.813199137104508,0,0,7.225,N,C
3,0,male,29.813199137104508,0,0,7.7292,N,Q
3,0,male,29.813199137104508,0,0,7.575,N,S
3,0,male,38.5,0,0,7.25,N,S
3,0,male,29.813199137104508,8,2,69.55,N,S
3,0,male,14.5,8,2,69.55,N,S
3,0,female,29.813199137104508,8,2,69.55,N,S
3,0,female,29.813199137104508,8,2,69.55,N,S
3,0,female,29.813199137104508,8,2,69.55,N,S
3,0,female,29.813199137104508,8,2,69.55,N,S
3,0,male,29.813199137104508,8,2,69.55,N,S
3,0,male,29.813199137104508,8,2,69.55,N,S
3,0,male,29.813199137104508,8,2,69.55,N,S
3,0,male,29.813199137104508,1,9,69.55,N,S
3,0,female,29.813199137104508,1,9,69.55,N,S
3,0,male,24.0,0,0,9.325,N,S
3,1,female,21.0,0,0,7.65,N,S
3,0,male,39.0,0,0,7.925,N,S
3,0,male,29.813199137104508,2,0,21.6792,N,C
3,0,male,29.813199137104508,2,0,21.6792,N,C
3,0,male,29.813199137104508,2,0,21.6792,N,C
3,1,female,1.0,1,1,16.7,G6,S
3,1,female,24.0,0,2,16.7,G6,S
3,1,female,4.0,1,1,16.7,G6,S
3,1,male,25.0,0,0,9.5,N,S
3,0,male,20.0,0,0,8.05,N,S
3,0,male,24.5,0,0,8.05,N,S
3,0,male,29.813199137104508,0,0,7.725,N,Q
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,1,male,29.0,0,0,9.5,N,S
3,0,male,29.813199137104508,0,0,15.1,N,S
3,1,female,29.813199137104508,0,0,7.7792,N,Q
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,22.0,0,0,7.2292,N,C
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,40.0,0,0,7.8958,N,S
3,0,male,21.0,0,0,7.925,N,S
3,1,female,18.0,0,0,7.4958,N,S
3,0,male,4.0,3,2,27.9,N,S
3,0,male,10.0,3,2,27.9,N,S
3,0,female,9.0,3,2,27.9,N,S
3,0,female,2.0,3,2,27.9,N,S
3,0,male,40.0,1,4,27.9,N,S
